Rating,Name,URL
321,Baut#baut7,/ru/summoner/kr/Baut-baut7
322,wamiwtaitawktzst#KR2,/ru/summoner/kr/wamiwtaitawktzst-KR2
323,Synk DIVE#BR1,/ru/summoner/br/Synk+DIVE-BR1
324,롤스타팀 D#0ik,/ru/summoner/kr/%EB%A1%A4%EC%8A%A4%ED%83%80%ED%8C%80+D-0ik
325,Yukarina#Cblol,/ru/summoner/br/Yukarina-Cblol
326,Palco#ガレンOP,/ru/summoner/na/Palco-%E3%82%AC%E3%83%AC%E3%83%B3OP
327,bye2two#032,/ru/summoner/vn/bye2two-032
328,Griezmann#BR7,/ru/summoner/br/Griezmann-BR7
329,ciastek#queen,/ru/summoner/eune/ciastek-queen
330,Qiutian#KR11,/ru/summoner/kr/Qiutian-KR11
